L P L2 L3 minL maxL minP maxP minL2 maxL2 minL3 maxL3 u
0.46562500000000007 0.56875 0.21875 0.03125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.1875 0.25 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.15625 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.125 0.1875 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.21875 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.1875 0.25 0.0 0.0625 0.09
0.521875 0.56875 0.15625 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.125 0.1875 0.0 0.0625 0.09
0.521875 0.56875 0.21875 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.1875 0.25 0.0 0.0625 0.09
0.521875 0.65625 0.15625 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.125 0.1875 0.0 0.0625 0.09
0.521875 0.65625 0.21875 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.1875 0.25 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.15625 0.09375 0.4375 0.55 0.5249999999999999 0.7 0.125 0.25 0.0625 0.125 0.09
0.353125 0.48124999999999996 0.21875 0.21875 0.325 0.55 0.35 0.7 0.125 0.25 0.125 0.25 0.09
0.353125 0.39375 0.03125 0.28125 0.325 0.38125 0.35 0.43749999999999994 0.0 0.0625 0.25 0.3125 0.09
0.353125 0.39375 0.03125 0.34375 0.325 0.38125 0.35 0.43749999999999994 0.0 0.0625 0.3125 0.375 0.09
0.353125 0.48124999999999996 0.03125 0.28125 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.25 0.3125 0.09
0.353125 0.48124999999999996 0.03125 0.34375 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.39375 0.03125 0.28125 0.38125 0.4375 0.35 0.43749999999999994 0.0 0.0625 0.25 0.3125 0.09
0.40937500000000004 0.39375 0.03125 0.34375 0.38125 0.4375 0.35 0.43749999999999994 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.48124999999999996 0.03125 0.28125 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.25 0.3125 0.09
0.40937500000000004 0.48124999999999996 0.03125 0.34375 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.48124999999999996 0.09375 0.34375 0.325 0.4375 0.35 0.5249999999999999 0.0625 0.125 0.25 0.375 0.09
0.353125 0.39375 0.03125 0.40625 0.325 0.38125 0.35 0.43749999999999994 0.0 0.0625 0.375 0.4375 0.09
0.353125 0.39375 0.03125 0.46875 0.325 0.38125 0.35 0.43749999999999994 0.0 0.0625 0.4375 0.5 0.09
0.353125 0.48124999999999996 0.03125 0.40625 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.375 0.4375 0.09
0.353125 0.48124999999999996 0.03125 0.46875 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.4375 0.5 0.09
0.40937500000000004 0.39375 0.03125 0.40625 0.38125 0.4375 0.35 0.43749999999999994 0.0 0.0625 0.375 0.4375 0.09
0.40937500000000004 0.39375 0.03125 0.46875 0.38125 0.4375 0.35 0.43749999999999994 0.0 0.0625 0.4375 0.5 0.09
0.40937500000000004 0.48124999999999996 0.03125 0.40625 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.375 0.4375 0.09
0.40937500000000004 0.48124999999999996 0.03125 0.46875 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.4375 0.5 0.09
0.353125 0.48124999999999996 0.09375 0.46875 0.325 0.4375 0.35 0.5249999999999999 0.0625 0.125 0.375 0.5 0.09
0.353125 0.56875 0.03125 0.28125 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.25 0.3125 0.09
0.353125 0.56875 0.03125 0.34375 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.3125 0.375 0.09
0.353125 0.65625 0.03125 0.28125 0.325 0.38125 0.6124999999999999 0.7 0.0 0.0625 0.25 0.3125 0.09
0.353125 0.65625 0.03125 0.34375 0.325 0.38125 0.6124999999999999 0.7 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.56875 0.03125 0.28125 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.25 0.3125 0.09
0.40937500000000004 0.56875 0.03125 0.34375 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.65625 0.03125 0.28125 0.38125 0.4375 0.6124999999999999 0.7 0.0 0.0625 0.25 0.3125 0.09
0.40937500000000004 0.65625 0.03125 0.34375 0.38125 0.4375 0.6124999999999999 0.7 0.0 0.0625 0.3125 0.375 0.09
0.40937500000000004 0.65625 0.09375 0.34375 0.325 0.4375 0.5249999999999999 0.7 0.0625 0.125 0.25 0.375 0.09
0.353125 0.56875 0.03125 0.40625 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.375 0.4375 0.09
0.353125 0.56875 0.03125 0.46875 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.4375 0.5 0.09
0.353125 0.65625 0.03125 0.40625 0.325 0.38125 0.6124999999999999 0.7 0.0 0.0625 0.375 0.4375 0.09
0.353125 0.65625 0.03125 0.46875 0.325 0.38125 0.6124999999999999 0.7 0.0 0.0625 0.4375 0.5 0.09
0.40937500000000004 0.56875 0.03125 0.40625 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.375 0.4375 0.09
0.40937500000000004 0.56875 0.03125 0.46875 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.4375 0.5 0.09
0.40937500000000004 0.65625 0.03125 0.40625 0.38125 0.4375 0.6124999999999999 0.7 0.0 0.0625 0.375 0.4375 0.09
0.40937500000000004 0.65625 0.03125 0.46875 0.38125 0.4375 0.6124999999999999 0.7 0.0 0.0625 0.4375 0.5 0.09
0.40937500000000004 0.65625 0.09375 0.40625 0.325 0.4375 0.5249999999999999 0.7 0.0625 0.125 0.375 0.5 0.09
0.46562500000000007 0.39375 0.03125 0.28125 0.4375 0.49375 0.35 0.43749999999999994 0.0 0.0625 0.25 0.3125 0.09
0.46562500000000007 0.39375 0.03125 0.34375 0.4375 0.49375 0.35 0.43749999999999994 0.0 0.0625 0.3125 0.375 0.09
0.46562500000000007 0.48124999999999996 0.03125 0.28125 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.25 0.3125 0.09
0.46562500000000007 0.48124999999999996 0.03125 0.34375 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.3125 0.375 0.09
0.521875 0.39375 0.03125 0.28125 0.49375 0.55 0.35 0.43749999999999994 0.0 0.0625 0.25 0.3125 0.09
0.521875 0.39375 0.03125 0.34375 0.49375 0.55 0.35 0.43749999999999994 0.0 0.0625 0.3125 0.375 0.09
0.521875 0.48124999999999996 0.03125 0.28125 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.25 0.3125 0.09
0.521875 0.48124999999999996 0.03125 0.34375 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.3125 0.375 0.09
0.46562500000000007 0.39375 0.09375 0.28125 0.4375 0.55 0.35 0.5249999999999999 0.0625 0.125 0.25 0.375 0.09
0.46562500000000007 0.39375 0.03125 0.40625 0.4375 0.49375 0.35 0.43749999999999994 0.0 0.0625 0.375 0.4375 0.09
0.46562500000000007 0.39375 0.03125 0.46875 0.4375 0.49375 0.35 0.43749999999999994 0.0 0.0625 0.4375 0.5 0.09
0.46562500000000007 0.48124999999999996 0.03125 0.40625 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.375 0.4375 0.09
0.46562500000000007 0.48124999999999996 0.03125 0.46875 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.39375 0.03125 0.40625 0.49375 0.55 0.35 0.43749999999999994 0.0 0.0625 0.375 0.4375 0.09
0.521875 0.39375 0.03125 0.46875 0.49375 0.55 0.35 0.43749999999999994 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.48124999999999996 0.03125 0.40625 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.375 0.4375 0.09
0.521875 0.48124999999999996 0.03125 0.46875 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.39375 0.09375 0.40625 0.4375 0.55 0.35 0.5249999999999999 0.0625 0.125 0.375 0.5 0.09
0.46562500000000007 0.56875 0.03125 0.28125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.25 0.3125 0.09
0.46562500000000007 0.56875 0.03125 0.34375 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.3125 0.375 0.09
0.46562500000000007 0.65625 0.03125 0.28125 0.4375 0.49375 0.6124999999999999 0.7 0.0 0.0625 0.25 0.3125 0.09
0.46562500000000007 0.65625 0.03125 0.34375 0.4375 0.49375 0.6124999999999999 0.7 0.0 0.0625 0.3125 0.375 0.09
0.521875 0.56875 0.03125 0.28125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.25 0.3125 0.09
0.521875 0.56875 0.03125 0.34375 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.3125 0.375 0.09
0.521875 0.65625 0.03125 0.28125 0.49375 0.55 0.6124999999999999 0.7 0.0 0.0625 0.25 0.3125 0.09
0.521875 0.65625 0.03125 0.34375 0.49375 0.55 0.6124999999999999 0.7 0.0 0.0625 0.3125 0.375 0.09
0.46562500000000007 0.65625 0.09375 0.34375 0.4375 0.55 0.5249999999999999 0.7 0.0625 0.125 0.25 0.375 0.09
0.46562500000000007 0.56875 0.03125 0.40625 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.375 0.4375 0.09
0.46562500000000007 0.56875 0.03125 0.46875 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.4375 0.5 0.09
0.46562500000000007 0.65625 0.03125 0.40625 0.4375 0.49375 0.6124999999999999 0.7 0.0 0.0625 0.375 0.4375 0.09
0.46562500000000007 0.65625 0.03125 0.46875 0.4375 0.49375 0.6124999999999999 0.7 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.56875 0.03125 0.40625 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.375 0.4375 0.09
0.521875 0.56875 0.03125 0.46875 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.65625 0.03125 0.40625 0.49375 0.55 0.6124999999999999 0.7 0.0 0.0625 0.375 0.4375 0.09
0.521875 0.65625 0.03125 0.46875 0.49375 0.55 0.6124999999999999 0.7 0.0 0.0625 0.4375 0.5 0.09
0.521875 0.56875 0.09375 0.46875 0.4375 0.55 0.5249999999999999 0.7 0.0625 0.125 0.375 0.5 0.09
0.353125 0.56875 0.21875 0.46875 0.325 0.55 0.35 0.7 0.125 0.25 0.25 0.5 0.09
0.353125 0.39375 0.28125 0.03125 0.325 0.38125 0.35 0.43749999999999994 0.25 0.3125 0.0 0.0625 0.09
0.353125 0.39375 0.34375 0.03125 0.325 0.38125 0.35 0.43749999999999994 0.3125 0.375 0.0 0.0625 0.09
0.353125 0.48124999999999996 0.28125 0.03125 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.25 0.3125 0.0 0.0625 0.09
0.353125 0.48124999999999996 0.34375 0.03125 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.3125 0.375 0.0 0.0625 0.09
0.40937500000000004 0.39375 0.28125 0.03125 0.38125 0.4375 0.35 0.43749999999999994 0.25 0.3125 0.0 0.0625 0.09
0.40937500000000004 0.39375 0.34375 0.03125 0.38125 0.4375 0.35 0.43749999999999994 0.3125 0.375 0.0 0.0625 0.09
0.40937500000000004 0.48124999999999996 0.28125 0.03125 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.25 0.3125 0.0 0.0625 0.09
0.40937500000000004 0.48124999999999996 0.34375 0.03125 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.3125 0.375 0.0 0.0625 0.09
0.353125 0.48124999999999996 0.34375 0.09375 0.325 0.4375 0.35 0.5249999999999999 0.25 0.375 0.0625 0.125 0.09
0.353125 0.39375 0.40625 0.03125 0.325 0.38125 0.35 0.43749999999999994 0.375 0.4375 0.0 0.0625 0.09
0.353125 0.39375 0.46875 0.03125 0.325 0.38125 0.35 0.43749999999999994 0.4375 0.5 0.0 0.0625 0.09
0.353125 0.48124999999999996 0.40625 0.03125 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.375 0.4375 0.0 0.0625 0.09
0.353125 0.48124999999999996 0.46875 0.03125 0.325 0.38125 0.43749999999999994 0.5249999999999999 0.4375 0.5 0.0 0.0625 0.09
0.40937500000000004 0.39375 0.40625 0.03125 0.38125 0.4375 0.35 0.43749999999999994 0.375 0.4375 0.0 0.0625 0.09
0.40937500000000004 0.39375 0.46875 0.03125 0.38125 0.4375 0.35 0.43749999999999994 0.4375 0.5 0.0 0.0625 0.09
0.40937500000000004 0.48124999999999996 0.40625 0.03125 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.375 0.4375 0.0 0.0625 0.09
0.40937500000000004 0.48124999999999996 0.46875 0.03125 0.38125 0.4375 0.43749999999999994 0.5249999999999999 0.4375 0.5 0.0 0.0625 0.09
0.353125 0.39375 0.46875 0.09375 0.325 0.4375 0.35 0.5249999999999999 0.375 0.5 0.0625 0.125 0.09
0.353125 0.56875 0.28125 0.03125 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.25 0.3125 0.0 0.0625 0.09
0.353125 0.56875 0.34375 0.03125 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.3125 0.375 0.0 0.0625 0.09
0.353125 0.65625 0.28125 0.03125 0.325 0.38125 0.6124999999999999 0.7 0.25 0.3125 0.0 0.0625 0.09
0.353125 0.65625 0.34375 0.03125 0.325 0.38125 0.6124999999999999 0.7 0.3125 0.375 0.0 0.0625 0.09
0.40937500000000004 0.56875 0.28125 0.03125 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.25 0.3125 0.0 0.0625 0.09
0.40937500000000004 0.56875 0.34375 0.03125 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.3125 0.375 0.0 0.0625 0.09
0.40937500000000004 0.65625 0.28125 0.03125 0.38125 0.4375 0.6124999999999999 0.7 0.25 0.3125 0.0 0.0625 0.09
0.40937500000000004 0.65625 0.34375 0.03125 0.38125 0.4375 0.6124999999999999 0.7 0.3125 0.375 0.0 0.0625 0.09
0.40937500000000004 0.65625 0.34375 0.09375 0.325 0.4375 0.5249999999999999 0.7 0.25 0.375 0.0625 0.125 0.09
0.353125 0.56875 0.40625 0.03125 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.375 0.4375 0.0 0.0625 0.09
0.353125 0.56875 0.46875 0.03125 0.325 0.38125 0.5249999999999999 0.6124999999999999 0.4375 0.5 0.0 0.0625 0.09
0.353125 0.65625 0.40625 0.03125 0.325 0.38125 0.6124999999999999 0.7 0.375 0.4375 0.0 0.0625 0.09
0.353125 0.65625 0.46875 0.03125 0.325 0.38125 0.6124999999999999 0.7 0.4375 0.5 0.0 0.0625 0.09
0.40937500000000004 0.56875 0.40625 0.03125 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.375 0.4375 0.0 0.0625 0.09
0.40937500000000004 0.56875 0.46875 0.03125 0.38125 0.4375 0.5249999999999999 0.6124999999999999 0.4375 0.5 0.0 0.0625 0.09
0.40937500000000004 0.65625 0.40625 0.03125 0.38125 0.4375 0.6124999999999999 0.7 0.375 0.4375 0.0 0.0625 0.09
0.40937500000000004 0.65625 0.46875 0.03125 0.38125 0.4375 0.6124999999999999 0.7 0.4375 0.5 0.0 0.0625 0.09
0.40937500000000004 0.56875 0.40625 0.09375 0.325 0.4375 0.5249999999999999 0.7 0.375 0.5 0.0625 0.125 0.09
0.46562500000000007 0.39375 0.28125 0.03125 0.4375 0.49375 0.35 0.43749999999999994 0.25 0.3125 0.0 0.0625 0.09
0.46562500000000007 0.39375 0.34375 0.03125 0.4375 0.49375 0.35 0.43749999999999994 0.3125 0.375 0.0 0.0625 0.09
0.46562500000000007 0.48124999999999996 0.28125 0.03125 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.25 0.3125 0.0 0.0625 0.09
0.46562500000000007 0.48124999999999996 0.34375 0.03125 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.3125 0.375 0.0 0.0625 0.09
0.521875 0.39375 0.28125 0.03125 0.49375 0.55 0.35 0.43749999999999994 0.25 0.3125 0.0 0.0625 0.09
0.521875 0.39375 0.34375 0.03125 0.49375 0.55 0.35 0.43749999999999994 0.3125 0.375 0.0 0.0625 0.09
0.521875 0.48124999999999996 0.28125 0.03125 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.25 0.3125 0.0 0.0625 0.09
0.521875 0.48124999999999996 0.34375 0.03125 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.3125 0.375 0.0 0.0625 0.09
0.521875 0.48124999999999996 0.34375 0.09375 0.4375 0.55 0.35 0.5249999999999999 0.25 0.375 0.0625 0.125 0.09
0.46562500000000007 0.39375 0.40625 0.03125 0.4375 0.49375 0.35 0.43749999999999994 0.375 0.4375 0.0 0.0625 0.09
0.46562500000000007 0.39375 0.46875 0.03125 0.4375 0.49375 0.35 0.43749999999999994 0.4375 0.5 0.0 0.0625 0.09
0.46562500000000007 0.48124999999999996 0.40625 0.03125 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.375 0.4375 0.0 0.0625 0.09
0.46562500000000007 0.48124999999999996 0.46875 0.03125 0.4375 0.49375 0.43749999999999994 0.5249999999999999 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.39375 0.40625 0.03125 0.49375 0.55 0.35 0.43749999999999994 0.375 0.4375 0.0 0.0625 0.09
0.521875 0.39375 0.46875 0.03125 0.49375 0.55 0.35 0.43749999999999994 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.48124999999999996 0.40625 0.03125 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.375 0.4375 0.0 0.0625 0.09
0.521875 0.48124999999999996 0.46875 0.03125 0.49375 0.55 0.43749999999999994 0.5249999999999999 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.39375 0.46875 0.09375 0.4375 0.55 0.35 0.5249999999999999 0.375 0.5 0.0625 0.125 0.09
0.46562500000000007 0.56875 0.28125 0.03125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.25 0.3125 0.0 0.0625 0.09
0.46562500000000007 0.56875 0.34375 0.03125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.3125 0.375 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.28125 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.25 0.3125 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.34375 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.3125 0.375 0.0 0.0625 0.09
0.521875 0.56875 0.28125 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.25 0.3125 0.0 0.0625 0.09
0.521875 0.56875 0.34375 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.3125 0.375 0.0 0.0625 0.09
0.521875 0.65625 0.28125 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.25 0.3125 0.0 0.0625 0.09
0.521875 0.65625 0.34375 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.3125 0.375 0.0 0.0625 0.09
0.46562500000000007 0.56875 0.34375 0.09375 0.4375 0.55 0.5249999999999999 0.7 0.25 0.375 0.0625 0.125 0.09
0.46562500000000007 0.56875 0.40625 0.03125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.375 0.4375 0.0 0.0625 0.09
0.46562500000000007 0.56875 0.46875 0.03125 0.4375 0.49375 0.5249999999999999 0.6124999999999999 0.4375 0.5 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.40625 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.375 0.4375 0.0 0.0625 0.09
0.46562500000000007 0.65625 0.46875 0.03125 0.4375 0.49375 0.6124999999999999 0.7 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.56875 0.40625 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.375 0.4375 0.0 0.0625 0.09
0.521875 0.56875 0.46875 0.03125 0.49375 0.55 0.5249999999999999 0.6124999999999999 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.65625 0.40625 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.375 0.4375 0.0 0.0625 0.09
0.521875 0.65625 0.46875 0.03125 0.49375 0.55 0.6124999999999999 0.7 0.4375 0.5 0.0 0.0625 0.09
0.521875 0.56875 0.40625 0.09375 0.4375 0.55 0.5249999999999999 0.7 0.375 0.5 0.0625 0.125 0.09
0.40937500000000004 0.65625 0.40625 0.21875 0.325 0.55 0.35 0.7 0.25 0.5 0.125 0.25 0.09
0.46562500000000007 0.39375 0.34375 0.28125 0.325 0.55 0.35 0.7 0.25 0.5 0.25 0.5 0.09
0.12812500000000002 0.04375 0.03125 0.53125 0.1 0.15625 0.0 0.0875 0.0 0.0625 0.5 0.5625 0.09
0.12812500000000002 0.04375 0.03125 0.59375 0.1 0.15625 0.0 0.0875 0.0 0.0625 0.5625 0.625 0.09
0.12812500000000002 0.04375 0.09375 0.53125 0.1 0.15625 0.0 0.0875 0.0625 0.125 0.5 0.5625 0.09
0.12812500000000002 0.04375 0.09375 0.59375 0.1 0.15625 0.0 0.0875 0.0625 0.125 0.5625 0.625 0.09
0.12812500000000002 0.13124999999999998 0.03125 0.53125 0.1 0.15625 0.0875 0.175 0.0 0.0625 0.5 0.5625 0.09
0.12812500000000002 0.13124999999999998 0.03125 0.59375 0.1 0.15625 0.0875 0.175 0.0 0.0625 0.5625 0.625 0.09
0.12812500000000002 0.13124999999999998 0.09375 0.53125 0.1 0.15625 0.0875 0.175 0.0625 0.125 0.5 0.5625 0.09
0.12812500000000002 0.13124999999999998 0.09375 0.59375 0.1 0.15625 0.0875 0.175 0.0625 0.125 0.5625 0.625 0.09
0.184375 0.04375 0.03125 0.53125 0.15625 0.21250000000000002 0.0 0.0875 0.0 0.0625 0.5 0.5625 0.09
0.184375 0.04375 0.03125 0.59375 0.15625 0.21250000000000002 0.0 0.0875 0.0 0.0625 0.5625 0.625 0.09
0.184375 0.04375 0.09375 0.53125 0.15625 0.21250000000000002 0.0 0.0875 0.0625 0.125 0.5 0.5625 0.09
0.184375 0.04375 0.09375 0.59375 0.15625 0.21250000000000002 0.0 0.0875 0.0625 0.125 0.5625 0.625 0.09
0.184375 0.13124999999999998 0.03125 0.53125 0.15625 0.21250000000000002 0.0875 0.175 0.0 0.0625 0.5 0.5625 0.09
0.184375 0.13124999999999998 0.03125 0.59375 0.15625 0.21250000000000002 0.0875 0.175 0.0 0.0625 0.5625 0.625 0.09
0.184375 0.13124999999999998 0.09375 0.53125 0.15625 0.21250000000000002 0.0875 0.175 0.0625 0.125 0.5 0.625 0.09
0.12812500000000002 0.04375 0.03125 0.65625 0.1 0.15625 0.0 0.0875 0.0 0.0625 0.625 0.6875 0.09
0.12812500000000002 0.04375 0.03125 0.71875 0.1 0.15625 0.0 0.0875 0.0 0.0625 0.6875 0.75 0.09
0.12812500000000002 0.04375 0.09375 0.65625 0.1 0.15625 0.0 0.0875 0.0625 0.125 0.625 0.6875 0.09
0.12812500000000002 0.04375 0.09375 0.71875 0.1 0.15625 0.0 0.0875 0.0625 0.125 0.6875 0.75 0.09
0.12812500000000002 0.13124999999999998 0.03125 0.65625 0.1 0.15625 0.0875 0.175 0.0 0.0625 0.625 0.6875 0.09
0.12812500000000002 0.13124999999999998 0.03125 0.71875 0.1 0.15625 0.0875 0.175 0.0 0.0625 0.6875 0.75 0.09
0.12812500000000002 0.13124999999999998 0.09375 0.65625 0.1 0.15625 0.0875 0.175 0.0625 0.125 0.625 0.6875 0.09
0.12812500000000002 0.13124999999999998 0.09375 0.71875 0.1 0.15625 0.0875 0.175 0.0625 0.125 0.6875 0.75 0.09
0.184375 0.04375 0.03125 0.65625 0.15625 0.21250000000000002 0.0 0.0875 0.0 0.0625 0.625 0.6875 0.09
0.184375 0.04375 0.03125 0.71875 0.15625 0.21250000000000002 0.0 0.0875 0.0 0.0625 0.6875 0.75 0.09
0.184375 0.04375 0.09375 0.65625 0.15625 0.21250000000000002 0.0 0.0875 0.0625 0.125 0.625 0.6875 0.09
0.184375 0.04375 0.09375 0.71875 0.15625 0.21250000000000002 0.0 0.0875 0.0625 0.125 0.6875 0.75 0.09
0.184375 0.13124999999999998 0.03125 0.65625 0.15625 0.21250000000000002 0.0875 0.175 0.0 0.0625 0.625 0.6875 0.09
0.184375 0.13124999999999998 0.03125 0.71875 0.15625 0.21250000000000002 0.0875 0.175 0.0 0.0625 0.6875 0.75 0.09
0.184375 0.13124999999999998 0.09375 0.65625 0.15625 0.21250000000000002 0.0875 0.175 0.0625 0.125 0.625 0.75 0.09
0.12812500000000002 0.04375 0.15625 0.53125 0.1 0.15625 0.0 0.0875 0.125 0.1875 0.5 0.5625 0.09
0.12812500000000002 0.04375 0.15625 0.59375 0.1 0.15625 0.0 0.0875 0.125 0.1875 0.5625 0.625 0.09
0.12812500000000002 0.04375 0.21875 0.53125 0.1 0.15625 0.0 0.0875 0.1875 0.25 0.5 0.5625 0.09
0.12812500000000002 0.04375 0.21875 0.59375 0.1 0.15625 0.0 0.0875 0.1875 0.25 0.5625 0.625 0.09
0.12812500000000002 0.13124999999999998 0.15625 0.53125 0.1 0.15625 0.0875 0.175 0.125 0.1875 0.5 0.5625 0.09
0.12812500000000002 0.13124999999999998 0.15625 0.59375 0.1 0.15625 0.0875 0.175 0.125 0.1875 0.5625 0.625 0.09
0.12812500000000002 0.13124999999999998 0.21875 0.53125 0.1 0.15625 0.0875 0.175 0.1875 0.25 0.5 0.5625 0.09
0.12812500000000002 0.13124999999999998 0.21875 0.59375 0.1 0.15625 0.0875 0.175 0.1875 0.25 0.5625 0.625 0.09
0.184375 0.04375 0.15625 0.53125 0.15625 0.21250000000000002 0.0 0.0875 0.125 0.1875 0.5 0.5625 0.09
0.184375 0.04375 0.15625 0.59375 0.15625 0.21250000000000002 0.0 0.0875 0.125 0.1875 0.5625 0.625 0.09
0.184375 0.04375 0.21875 0.53125 0.15625 0.21250000000000002 0.0 0.0875 0.1875 0.25 0.5 0.5625 0.09
0.184375 0.04375 0.21875 0.59375 0.15625 0.21250000000000002 0.0 0.0875 0.1875 0.25 0.5625 0.625 0.09
0.184375 0.13124999999999998 0.15625 0.53125 0.15625 0.21250000000000002 0.0875 0.175 0.125 0.25 0.5 0.625 0.09
0.12812500000000002 0.04375 0.15625 0.65625 0.1 0.15625 0.0 0.0875 0.125 0.1875 0.625 0.6875 0.09
0.12812500000000002 0.04375 0.15625 0.71875 0.1 0.15625 0.0 0.0875 0.125 0.1875 0.6875 0.75 0.09
0.12812500000000002 0.04375 0.21875 0.65625 0.1 0.15625 0.0 0.0875 0.1875 0.25 0.625 0.6875 0.09
0.12812500000000002 0.04375 0.21875 0.71875 0.1 0.15625 0.0 0.0875 0.1875 0.25 0.6875 0.75 0.09
